sender,receiver,text_content,translated_text_content,vader_score,time stamp,cleaned_text,sender_group1,sender_group2,sender_project1,sender_project2,receiver_group1,receiver_group2,receiver_project1,receiver_project2
62,71,かわいいいいい🥹💕💕,It's so cute,0.5949,Sat Jun 07 13:23:43 +0000 2025,かわいいいいい,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
71,62,妹ⅹ2でよろしくお願いします🥺🙇🏻‍♀️🙇🏻‍♀️♡,Please take care of me with my sister ⅹ2,0.6705,Sat Jun 07 14:01:14 +0000 2025,妹ⅹ2でよろしくお願いします,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
73,71,あーやとのんさんの写真かわいいwwwwww,Ayatonon's photo is cute lol,0.7003,Tue Jun 03 10:24:34 +0000 2025,あーやとのんさんの写真かわいいwwwwww,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
71,73,今度はましぴも一緒にのんちゃんのこと起こそうね(^o^)📣⚡️♡,"Next time, Masippi will also be making a comeback with him about Non-chan (^o^)",0.0,Tue Jun 03 10:35:21 +0000 2025,今度はましぴも一緒にのんちゃんのこと起こそうね(^o^),Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
62,72,レッスン後の身体に染み渡る美味しさだったね、、！次までに激辛耐性つけとく🥹,The deliciousness that soaked through my body after the lesson...! I'll get the resistant to severe spiciness by next time,0.126,Sun Apr 13 13:46:04 +0000 2025,レッスン後の身体に染み渡る美味しさだったね、、！次までに激辛耐性つけとく,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
72,62,本当に美味しかったよね…徐々に慣らしていこうね☺️🌶️,It was really tasty... Let's get used to it gradually,0.0,Sun Apr 13 14:01:17 +0000 2025,本当に美味しかったよね…徐々に慣らしていこうね,Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
0,73,こちらこそ受け取ってくれてありがとうだよ〜☺️,Thank you for taking this,0.3612,Mon Mar 03 09:33:07 +0000 2025,こちらこそ受け取ってくれてありがとうだよ〜,Nijigasaki,,Lovelive!,,Gakumas,,Idolm@ster,
70,73,"災難だったね…笑
でも無事に買えてよかった！
ヘアケアは根気との戦い💪❤️‍🔥より綺麗な髪目指して頑張れ〜！","It was a disaster... ha ha
But I'm glad I bought it safely!
Hair care is a battle against patience, and work hard to achieve beautiful hair!",0.9467,Wed Feb 26 12:27:50 +0000 2025,"災難だったね…笑
でも無事に買えてよかった！
ヘアケアは根気との戦いより綺麗な髪目指して頑張れ〜！",Gakumas,,Idolm@ster,,Gakumas,,Idolm@ster,
78,74,りこにゃむちハオ😻🎩❣️,Rikonyamuchihao,0.0,Tue Jul 15 04:18:35 +0000 2025,りこにゃむちハオ,Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
74,78,ありがとにゃむにゃむ💜🐱,Thanks,0.4404,Tue Jul 15 06:42:06 +0000 2025,ありがとにゃむにゃむ,Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
74,75,"たか ""おかか"" のん！","Taka ""Okaka"" Non!",0.0,Wed Jul 16 02:37:13 +0000 2025,"たか ""おかか"" のん！",Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
75,74,これを正解にするために、おかかおにぎりをもう1個食べようか迷う！,"To make this the right answer, I'm not sure whether to eat another okara rice ball!",0.308,Wed Jul 16 04:00:39 +0000 2025,これを正解にするために、おかかおにぎりをもう1個食べようか迷う！,Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
82,76,"めいしゃああん😭✨
こちらこそです！！！
これからもよろしくお願いいたします！！✨","Meishaan
This is it! ! !
We look forward to your continued support! !",0.5951,Sat May 03 06:50:16 +0000 2025,"めいしゃああん
こちらこそです！！！
これからもよろしくお願いいたします！！",MyGO!!!!!,,BanG Dream!,,Ave Mujica,,BanG Dream!,
2,76,そういうところだよ。,That's how it is.,0.0,Mon Apr 28 12:30:10 +0000 2025,そういうところだよ。,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!,Ave Mujica,,BanG Dream!,
76,2,…？？？,...? ? ?,0.0,Mon Apr 28 12:40:02 +0000 2025,…？？？,Ave Mujica,,BanG Dream!,,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!
83,77,あまりにもかわいすぎるな🥱🥱,It's too cute,0.4588,Wed Jun 25 15:39:53 +0000 2025,あまりにもかわいすぎるな,MyGO!!!!!,,BanG Dream!,,Ave Mujica,,BanG Dream!,
33,77,"渡瀬ちゃんありがとう〜🥹💞✨️
包んでくれてありがとう🥟💕
ｶﾞﾊﾊﾊﾊﾊﾊﾊﾊﾊﾊ","Thank you Watase-chan
Thank you for wrapping me
gahahahahahahahahahahahahahaha",0.6124,Sun Apr 20 03:54:49 +0000 2025,"渡瀬ちゃんありがとう〜
包んでくれてありがとう
ｶﾞﾊﾊﾊﾊﾊﾊﾊﾊﾊﾊ",Hasunosora,,Lovelive!,,Ave Mujica,,BanG Dream!,
75,78,"前からあかねになりたいと思ってたから、
こちらこそごちそうさまでした😍🪄✨","I've always wanted to be Akane,
Thank you for the meal here",0.3612,Wed May 28 04:09:34 +0000 2025,"前からあかねになりたいと思ってたから、
こちらこそごちそうさまでした",Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
78,75,今度はかのんになってみたい🎹🥰,I want to be Kanon next time,0.0772,Wed May 28 06:24:01 +0000 2025,今度はかのんになってみたい,Ave Mujica,,BanG Dream!,,Ave Mujica,,BanG Dream!,
2,79,"ようちゃんお誕生日おめでとう🎉
これからも、よろしく👍","Happy birthday, Youchan
I look forward to it in the future",0.5719,Tue Mar 25 15:57:17 +0000 2025,"ようちゃんお誕生日おめでとう
これからも、よろしく",Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!,MyGO!!!!!,,BanG Dream!,
79,2,"ここちゃん
ありがとう(〃´-`〃)✨
ぜひ！これからもよろしくね✨✨✨","Koko-chan
Thank you (〃´-`〃)
please! Please continue to look forward to it in the future",0.75,Thu Mar 27 06:52:50 +0000 2025,"ここちゃん
ありがとう(〃´-`〃)
ぜひ！これからもよろしくね",MyGO!!!!!,,BanG Dream!,,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!
75,79,"よーちゃん！お誕生日おめでとう🐏🌸
会うたびによーちゃんと出会えたことが幸せで光栄だなぁと思ってるよ☺️
心があたたかくて優しいよーちゃんが大好き✨
素敵な一年になる魔法かけたっ🧚","Yo-chan! happy birthday
I feel happy and honored to be able to meet Yo-chan every time I meet
I love you and kind heart
I made a spell to make a wonderful year",0.9817,Tue Mar 25 15:41:35 +0000 2025,"よーちゃん！お誕生日おめでとう
会うたびによーちゃんと出会えたことが幸せで光栄だなぁと思ってるよ
心があたたかくて優しいよーちゃんが大好き
素敵な一年になる魔法かけたっ",Ave Mujica,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
79,75,"たぁちゃん
私もたぁちゃんと出会えて、こんなふうに言葉をかけてもらえて、とっても光栄だよ✨
ありがとう...✨
そんなたぁちゃんも素敵な一年になるように、私も魔法をかけます...！✨🪄✨✨","Taa-chan
I am very honored to have met Taa-chan and have been able to say something like this.
thank you...
I will cast a spell on Taa-chan so that it will have a wonderful year too...!",0.9254,Thu Mar 27 06:57:35 +0000 2025,"たぁちゃん
私もたぁちゃんと出会えて、こんなふうに言葉をかけてもらえて、とっても光栄だよ
ありがとう...
そんなたぁちゃんも素敵な一年になるように、私も魔法をかけます...！",MyGO!!!!!,,BanG Dream!,,Ave Mujica,,BanG Dream!,
81,79,よｻｰﾝお誕生日おめでとうー！！🐏🐑🫶✨,"Happy birthday, yeah! !",0.7568,Wed Mar 26 06:21:47 +0000 2025,よｻｰﾝお誕生日おめでとうー！！,MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
79,81,"ひなちゃん
ありがとうだよ〜！！✨𐔌՞⁔•͈ ·̫ •͈⁔՞𐦯","Hina-chan
Thank you very much! ! 𐔌՞⁔•͈ ·̫ •͈⁔՞𐦯",0.4738,Thu Mar 27 06:53:19 +0000 2025,"ひなちゃん
ありがとうだよ〜！！𐔌՞⁔•͈ ·̫ •͈⁔՞𐦯",MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
80,79,おめでと🎂♡,Congratulations,0.5994,Wed Mar 26 00:06:29 +0000 2025,おめでと,MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
79,80,"りんちゃん
ありがとう🎂(´○｀*)ﾊﾟｸｯ✨","Rin-chan
Thank you (´○｀*)",0.3612,Thu Mar 27 06:54:55 +0000 2025,"りんちゃん
ありがとう(´○｀*)ﾊﾟｸｯ",MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
82,79,"ようちゃんお誕生日おめでとうー！！✨
素敵な一年になりますように☺️","Happy birthday, Youmiya! !
I hope you have a wonderful year",0.8975,Wed Mar 26 02:25:56 +0000 2025,"ようちゃんお誕生日おめでとうー！！
素敵な一年になりますように",MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
79,82,"みかんちゃん
ありがとう！！✨
みかんちゃんにとっても素敵な一年になりますように...✨","thank you! !
I hope this will be a wonderful year for Mikan...",0.8652,Thu Mar 27 06:56:56 +0000 2025,"みかんちゃん
ありがとう！！
みかんちゃんにとっても素敵な一年になりますように...",MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
2,80,(笑)派かあ。ワイはw派,(lol) I'm the type. I'm a w,0.4215,Thu Apr 10 09:53:23 +0000 2025,(笑)派かあ。ワイはw派,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!,MyGO!!!!!,,BanG Dream!,
80,2,おれは、〜で草 派,I'm the one who's,0.0,Thu Apr 10 11:08:10 +0000 2025,おれは、〜で草 派,MyGO!!!!!,,BanG Dream!,,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!
82,80,"そんなフレンドリーな口調でお返事かえってくるの？？
より怖いんだが","Will you respond in such a friendly tone? ?
It's even scarier though",0.5514,Thu Apr 10 08:48:17 +0000 2025,"そんなフレンドリーな口調でお返事かえってくるの？？
より怖いんだが",MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
80,82,賢いし優しいし気も遣えるぞ https://t.co/6fVFJEoZ0M,"She's smart, kind and caring https://t.co/6fVFJEoZ0M",0.8519,Thu Apr 10 08:59:32 +0000 2025,賢いし優しいし気も遣えるぞ https://t.co/6fVFJEoZ0M,MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
81,80,かんわいーーo̴̶̷̤  ̫ o̴̶̷̤❣️✨✨,It's so funny o̴̶̷̤ ̫ o̴̶̷̤,0.5777,Sun Mar 16 05:30:58 +0000 2025,かんわいーーo̴̶̷̤  ̫ o̴̶̷̤,MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
80,81,おれ、うれしい！！！,I'm happy! ! !,0.6784,Sun Mar 16 07:46:00 +0000 2025,おれ、うれしい！！！,MyGO!!!!!,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
2,80,いっしょにいこうよ〜😔😔😔,Let's go together,0.0,Thu Jan 30 09:20:07 +0000 2025,いっしょにいこうよ〜,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!,MyGO!!!!!,,BanG Dream!,
80,2,行くに決まってんじゃん😡😡😡,I'm sure I'll go,0.3182,Thu Jan 30 09:50:40 +0000 2025,行くに決まってんじゃん,MyGO!!!!!,,BanG Dream!,,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!
75,82,やってみたい！！！！,I want to try it! ! ! !,0.3544,Wed Jun 04 03:25:50 +0000 2025,やってみたい！！！！,Ave Mujica,,BanG Dream!,,MyGO!!!!!,,BanG Dream!,
82,75,"やろうー！！！🥟
みんなで作って焼こう！！！絶対楽しい！！！🥟🥟🥟","Let's do it! ! !
Let's make and bake together! ! ! It's definitely fun! ! !",0.8002,Wed Jun 04 03:39:27 +0000 2025,"やろうー！！！
みんなで作って焼こう！！！絶対楽しい！！！",MyGO!!!!!,,BanG Dream!,,Ave Mujica,,BanG Dream!,
2,83,💓💓💓,,0.0,Sat Jul 12 11:38:45 +0000 2025,,Nijigasaki,MyGO!!!!!,Lovelive!,BanG Dream!,MyGO!!!!!,,BanG Dream!,
